id,title,year,km,price,date,url
60040028.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,110000,31900,2025-05-01,
60421276.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,98477,31300,2025-05-01,
60399339.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,97298,25890,2025-05-01,
60005027.0,SEAT Alhambra 2.0 TDI DSG StSp Style GO,2020,85858,28490,2025-05-01,
60347952.0,SEAT Alhambra 2.0 TDI Eco SS Style,2020,41239,28990,2025-05-01,
60324413.0,VOLKSWAGEN Sharan Edition 2.0 TDI,2020,100000,29990,2025-05-01,
60200721.0,VOLKSWAGEN Sharan Sport 2.0 TDI,2020,120000,23450,2025-05-01,
59763029.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,105000,29990,2025-05-01,
59961059.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,118000,26300,2025-05-01,
60094939.0,SEAT Alhambra 2.0 TDI Eco SS Style Trav,2020,98683,25495,2025-05-01,
59766760.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,58000,37995,2025-05-01,
59426055.0,SEAT Alhambra 2.0 TDI Eco SS Style Travel Ed,2021,71500,28800,2025-05-01,
59953546.0,SEAT Alhambra 2.0 TDI DSG StSp Style GO,2020,91500,28500,2025-05-01,
60449682.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,75975,28990,2025-05-02,
60421276.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,98477,31300,2025-05-02,
60455951.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,104667,32990,2025-05-02,
60390387.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,99900,27900,2025-05-02,
60286189.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,88000,32600,2025-05-02,
60367377.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG 4Motion,2020,92500,38900,2025-05-02,
60138690.0,SEAT Alhambra 2.0 TDI Eco SS Style,2021,110000,23950,2025-05-02,
60435131.0,VOLKSWAGEN Sharan Edition 2.0 TDI DSG,2020,93696,27390,2025-05-02,
60160864.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,78000,29999,2025-05-02,
59635734.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,98000,29990,2025-05-02,
58303799.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,91350,29990,2025-05-02,
60325993.0,SEAT Alhambra 2.0 TDI Eco SS Style,2020,41239,28990,2025-05-02,
60040028.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,110000,31900,2025-05-02,
60399339.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,97298,25890,2025-05-02,
60005027.0,SEAT Alhambra 2.0 TDI DSG StSp Style GO,2020,85858,28490,2025-05-02,
60347952.0,SEAT Alhambra 2.0 TDI Eco SS Style,2020,41239,28990,2025-05-02,
60324413.0,VOLKSWAGEN Sharan Edition 2.0 TDI,2020,100000,29990,2025-05-02,
60200721.0,VOLKSWAGEN Sharan Sport 2.0 TDI,2020,120000,23450,2025-05-02,
59763029.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,105000,29990,2025-05-02,
59961059.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,118000,26300,2025-05-02,
60094939.0,SEAT Alhambra 2.0 TDI Eco SS Style Trav,2020,98683,25495,2025-05-02,
59766760.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,58000,37995,2025-05-02,
59426055.0,SEAT Alhambra 2.0 TDI Eco SS Style Travel Ed,2021,71500,28800,2025-05-02,
59953546.0,SEAT Alhambra 2.0 TDI DSG StSp Style GO,2020,91500,28500,2025-05-02,
60449682.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,75975,28990,2025-05-03,
60421276.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,98477,31300,2025-05-03,
59635734.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,98000,29990,2025-05-03,
59766760.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,58000,37995,2025-05-03,
60455951.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,104667,32990,2025-05-03,
60390387.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,99900,27900,2025-05-03,
60286189.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,88000,32600,2025-05-03,
60367377.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG 4Motion,2020,92500,38900,2025-05-03,
60138690.0,SEAT Alhambra 2.0 TDI Eco SS Style,2021,110000,23950,2025-05-03,
60435131.0,VOLKSWAGEN Sharan Edition 2.0 TDI DSG,2020,93696,27390,2025-05-03,
60160864.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,78000,29999,2025-05-03,
58303799.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,91350,29990,2025-05-03,
60325993.0,SEAT Alhambra 2.0 TDI Eco SS Style,2020,41239,28990,2025-05-03,
60040028.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,110000,31900,2025-05-03,
60399339.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,97298,25890,2025-05-03,
60005027.0,SEAT Alhambra 2.0 TDI DSG StSp Style GO,2020,85858,28490,2025-05-03,
60347952.0,SEAT Alhambra 2.0 TDI Eco SS Style,2020,41239,28990,2025-05-03,
60324413.0,VOLKSWAGEN Sharan Edition 2.0 TDI,2020,100000,29990,2025-05-03,
60200721.0,VOLKSWAGEN Sharan Sport 2.0 TDI,2020,120000,23450,2025-05-03,
59763029.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,105000,29990,2025-05-03,
59961059.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,118000,26300,2025-05-03,
60094939.0,SEAT Alhambra 2.0 TDI Eco SS Style Trav,2020,98683,25495,2025-05-03,
59426055.0,SEAT Alhambra 2.0 TDI Eco SS Style Travel Ed,2021,71500,28800,2025-05-03,
59953546.0,SEAT Alhambra 2.0 TDI DSG StSp Style GO,2020,91500,28500,2025-05-03,
60286189.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,88000,32600,2025-05-04,
60449682.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,75975,28990,2025-05-04,
60421276.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,98477,31300,2025-05-04,
59635734.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,98000,29990,2025-05-04,
59766760.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,58000,37995,2025-05-04,
60455951.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,104667,32790,2025-05-04,
60390387.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,99900,27900,2025-05-04,
60367377.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG 4Motion,2020,92500,38900,2025-05-04,
60138690.0,SEAT Alhambra 2.0 TDI Eco SS Style,2021,110000,23950,2025-05-04,
60435131.0,VOLKSWAGEN Sharan Edition 2.0 TDI DSG,2020,93696,27390,2025-05-04,
60160864.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,78000,29999,2025-05-04,
58303799.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,91350,29990,2025-05-04,
60325993.0,SEAT Alhambra 2.0 TDI Eco SS Style,2020,41239,28990,2025-05-04,
60040028.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,110000,31900,2025-05-04,
60399339.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,97298,25890,2025-05-04,
60005027.0,SEAT Alhambra 2.0 TDI DSG StSp Style GO,2020,85858,28490,2025-05-04,
60347952.0,SEAT Alhambra 2.0 TDI Eco SS Style,2020,41239,28990,2025-05-04,
60324413.0,VOLKSWAGEN Sharan Edition 2.0 TDI,2020,100000,29990,2025-05-04,
60200721.0,VOLKSWAGEN Sharan Sport 2.0 TDI,2020,120000,23450,2025-05-04,
59763029.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,105000,29990,2025-05-04,
59961059.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,118000,26300,2025-05-04,
60094939.0,SEAT Alhambra 2.0 TDI Eco SS Style Trav,2020,98683,25495,2025-05-04,
59426055.0,SEAT Alhambra 2.0 TDI Eco SS Style Travel Ed,2021,71500,28800,2025-05-04,
59953546.0,SEAT Alhambra 2.0 TDI DSG StSp Style GO,2020,91500,28500,2025-05-04,
60449682.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,75975,28990,2025-05-05,
60286189.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,88000,32600,2025-05-05,
60421276.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,98477,31300,2025-05-05,
59635734.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,98000,29990,2025-05-05,
59766760.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,58000,37995,2025-05-05,
60455951.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,104667,32790,2025-05-05,
60390387.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,99900,27900,2025-05-05,
60367377.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG 4Motion,2020,92500,38900,2025-05-05,
60138690.0,SEAT Alhambra 2.0 TDI Eco SS Style,2021,110000,23950,2025-05-05,
60435131.0,VOLKSWAGEN Sharan Edition 2.0 TDI DSG,2020,93696,27390,2025-05-05,
60160864.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,78000,29999,2025-05-05,
58303799.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,91350,29990,2025-05-05,
60325993.0,SEAT Alhambra 2.0 TDI Eco SS Style,2020,41239,28990,2025-05-05,
60040028.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,110000,31900,2025-05-05,
60399339.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,97298,25890,2025-05-05,
60005027.0,SEAT Alhambra 2.0 TDI DSG StSp Style GO,2020,85858,28490,2025-05-05,
60347952.0,SEAT Alhambra 2.0 TDI Eco SS Style,2020,41239,28990,2025-05-05,
60324413.0,VOLKSWAGEN Sharan Edition 2.0 TDI,2020,100000,29990,2025-05-05,
60200721.0,VOLKSWAGEN Sharan Sport 2.0 TDI,2020,120000,23450,2025-05-05,
59763029.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,105000,29990,2025-05-05,
59961059.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,118000,26300,2025-05-05,
60094939.0,SEAT Alhambra 2.0 TDI Eco SS Style Trav,2020,98683,25495,2025-05-05,
59426055.0,SEAT Alhambra 2.0 TDI Eco SS Style Travel Ed,2021,71500,28800,2025-05-05,
59953546.0,SEAT Alhambra 2.0 TDI DSG StSp Style GO,2020,91500,28500,2025-05-05,
60421276.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,98477,31300,2025-05-06,
60390387.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,99900,27900,2025-05-06,
60482787.0,SEAT Alhambra 2.0 TDI DSG SS Xcellence,2020,41093,31699,2025-05-06,
60482229.0,SEAT Alhambra 2.0 TDI DSG SS Xcellence,2020,41093,31699,2025-05-06,
59635734.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,98000,29990,2025-05-06,
60449682.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,75975,28990,2025-05-06,
60138690.0,SEAT Alhambra 2.0 TDI Eco SS Style,2021,110000,23950,2025-05-06,
60367377.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG 4Motion,2020,92500,38900,2025-05-06,
60005027.0,SEAT Alhambra 2.0 TDI DSG StSp Style GO,2020,85858,28490,2025-05-06,
60286189.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,88000,32600,2025-05-06,
59766760.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,58000,37995,2025-05-06,
60455951.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,104667,32790,2025-05-06,
60435131.0,VOLKSWAGEN Sharan Edition 2.0 TDI DSG,2020,93696,27390,2025-05-06,
58303799.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,91350,29990,2025-05-06,
60325993.0,SEAT Alhambra 2.0 TDI Eco SS Style,2020,41239,28990,2025-05-06,
60040028.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,110000,31900,2025-05-06,
60399339.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,97298,25890,2025-05-06,
60347952.0,SEAT Alhambra 2.0 TDI Eco SS Style,2020,41239,28990,2025-05-06,
60200721.0,VOLKSWAGEN Sharan Sport 2.0 TDI,2020,120000,23450,2025-05-06,
59763029.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,105000,29990,2025-05-06,
59961059.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,118000,26300,2025-05-06,
60094939.0,SEAT Alhambra 2.0 TDI Eco SS Style Trav,2020,98683,25495,2025-05-06,
59426055.0,SEAT Alhambra 2.0 TDI Eco SS Style Travel Ed,2021,71500,28800,2025-05-06,
59953546.0,SEAT Alhambra 2.0 TDI DSG StSp Style GO,2020,91500,28500,2025-05-06,
60286189.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,88000,32600,2025-05-07,
60390387.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,99900,27900,2025-05-07,
60449682.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,75975,28990,2025-05-07,
60399339.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,97298,25790,2025-05-07,
60325993.0,SEAT Alhambra 2.0 TDI Eco SS Style,2020,41239,28990,2025-05-07,
60421276.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,98477,31300,2025-05-07,
60482787.0,SEAT Alhambra 2.0 TDI DSG SS Xcellence,2020,41093,31699,2025-05-07,
60482229.0,SEAT Alhambra 2.0 TDI DSG SS Xcellence,2020,41093,31699,2025-05-07,
59635734.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,98000,29990,2025-05-07,
60138690.0,SEAT Alhambra 2.0 TDI Eco SS Style,2021,110000,23950,2025-05-07,
60367377.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG 4Motion,2020,92500,38900,2025-05-07,
60005027.0,SEAT Alhambra 2.0 TDI DSG StSp Style GO,2020,85858,28490,2025-05-07,
59766760.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,58000,37995,2025-05-07,
60455951.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,104667,32790,2025-05-07,
60435131.0,VOLKSWAGEN Sharan Edition 2.0 TDI DSG,2020,93696,27390,2025-05-07,
58303799.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,91350,29990,2025-05-07,
60040028.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,110000,31900,2025-05-07,
60347952.0,SEAT Alhambra 2.0 TDI Eco SS Style,2020,41239,28990,2025-05-07,
60200721.0,VOLKSWAGEN Sharan Sport 2.0 TDI,2020,120000,23450,2025-05-07,
59763029.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,105000,29990,2025-05-07,
59961059.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,118000,26300,2025-05-07,
60094939.0,SEAT Alhambra 2.0 TDI Eco SS Style Trav,2020,98683,25495,2025-05-07,
59426055.0,SEAT Alhambra 2.0 TDI Eco SS Style Travel Ed,2021,71500,28800,2025-05-07,
59953546.0,SEAT Alhambra 2.0 TDI DSG StSp Style GO,2020,91500,28500,2025-05-07,
60390387.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,99900,27900,2025-05-08,
60449682.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,75975,28990,2025-05-08,
60421276.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,98477,30900,2025-05-08,
60286189.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,88000,32600,2025-05-08,
60399339.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,97298,25790,2025-05-08,
60325993.0,SEAT Alhambra 2.0 TDI Eco SS Style,2020,41239,28990,2025-05-08,
60482787.0,SEAT Alhambra 2.0 TDI DSG SS Xcellence,2020,41093,31699,2025-05-08,
60482229.0,SEAT Alhambra 2.0 TDI DSG SS Xcellence,2020,41093,31699,2025-05-08,
60138690.0,SEAT Alhambra 2.0 TDI Eco SS Style,2021,110000,23500,2025-05-08,
60367377.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG 4Motion,2020,92500,38900,2025-05-08,
60005027.0,SEAT Alhambra 2.0 TDI DSG StSp Style GO,2020,85858,28490,2025-05-08,
59766760.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,58000,37995,2025-05-08,
60455951.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,104667,32790,2025-05-08,
60435131.0,VOLKSWAGEN Sharan Edition 2.0 TDI DSG,2020,93696,27390,2025-05-08,
58303799.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,91350,29990,2025-05-08,
60040028.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,110000,31900,2025-05-08,
60347952.0,SEAT Alhambra 2.0 TDI Eco SS Style,2020,41239,28990,2025-05-08,
60200721.0,VOLKSWAGEN Sharan Sport 2.0 TDI,2020,120000,23450,2025-05-08,
59763029.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,105000,29990,2025-05-08,
59961059.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,118000,26300,2025-05-08,
60094939.0,SEAT Alhambra 2.0 TDI Eco SS Style Trav,2020,98683,25495,2025-05-08,
59426055.0,SEAT Alhambra 2.0 TDI Eco SS Style Travel Ed,2021,71500,28800,2025-05-08,
59953546.0,SEAT Alhambra 2.0 TDI DSG StSp Style GO,2020,91500,28500,2025-05-08,
58303799.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,91350,29990,2025-05-09,
60367377.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG 4Motion,2020,92500,38900,2025-05-09,
60449682.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,75975,28990,2025-05-09,
60421276.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,98477,30900,2025-05-09,
60390387.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,99900,27900,2025-05-09,
60286189.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,88000,32600,2025-05-09,
60399339.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,97298,25790,2025-05-09,
60482787.0,SEAT Alhambra 2.0 TDI DSG SS Xcellence,2020,41093,31699,2025-05-09,
60482229.0,SEAT Alhambra 2.0 TDI DSG SS Xcellence,2020,41093,31699,2025-05-09,
60138690.0,SEAT Alhambra 2.0 TDI Eco SS Style,2021,110000,23500,2025-05-09,
60005027.0,SEAT Alhambra 2.0 TDI DSG StSp Style GO,2020,85858,28490,2025-05-09,
59766760.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,58000,37995,2025-05-09,
60455951.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,104667,32790,2025-05-09,
60435131.0,VOLKSWAGEN Sharan Edition 2.0 TDI DSG,2020,93696,27390,2025-05-09,
60040028.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,110000,31900,2025-05-09,
60200721.0,VOLKSWAGEN Sharan Sport 2.0 TDI,2020,120000,23450,2025-05-09,
59763029.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,105000,29990,2025-05-09,
59961059.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,118000,26300,2025-05-09,
60094939.0,SEAT Alhambra 2.0 TDI Eco SS Style Trav,2020,98683,25495,2025-05-09,
59426055.0,SEAT Alhambra 2.0 TDI Eco SS Style Travel Ed,2021,71500,28800,2025-05-09,
59953546.0,SEAT Alhambra 2.0 TDI DSG StSp Style GO,2020,91500,28500,2025-05-09,
60421276.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,98477,30900,2025-05-10,https://www.coches.net/volkswagen-sharan-advance-2.0-tdi-110kw-150cv-5p-diesel-2020-en-valladolid-60421276-covo.aspx
60526459.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,83580,34000,2025-05-10,https://www.coches.net/volkswagen-sharan-advance-20-tdi-110kw-150cv-dsg-5p-diesel-2020-en-navarra-60526459-covo.aspx
60390387.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,99900,27900,2025-05-10,https://www.coches.net/volkswagen-sharan-advance-20-tdi-110kw-150cv-5p-diesel-2019-en-valencia-60390387-covo.aspx
60449682.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,75975,28990,2025-05-10,https://www.coches.net/seat-alhambra-2.0-tdi-110kw-150cv-dsg-stsp-style-5p-diesel-2020-en-granada-60449682-covo.aspx
58303799.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,91350,29990,2025-05-10,https://www.coches.net/volkswagen-sharan-advance-2.0-tdi-110kw-150cv-dsg-5p-diesel-2020-en-valencia-58303799-covo.aspx
60367377.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG 4Motion,2020,92500,38900,2025-05-10,https://www.coches.net/volkswagen-sharan-sport-2.0-tdi-130kw-177cv-dsg-4motion-5p-diesel-2020-en-tarragona-60367377-covo.aspx
60286189.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,88000,32600,2025-05-10,https://www.coches.net/volkswagen-sharan-advance-2.0-tdi-110kw-150cv-dsg-5p-diesel-2020-en-vizcaya-60286189-covo.aspx
60399339.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,97298,25790,2025-05-10,https://www.coches.net/seat-alhambra-2.0-tdi-110kw-150cv-dsg-stsp-style-5p-diesel-2019-en-baleares-60399339-covo.aspx
60482787.0,SEAT Alhambra 2.0 TDI DSG SS Xcellence,2020,41093,31099,2025-05-10,https://www.coches.net/seat-alhambra-20-tdi-110kw-150cv-dsg-ss-xcellence-5p-diesel-2021-en-barcelona-60482787-covo.aspx
60482229.0,SEAT Alhambra 2.0 TDI DSG SS Xcellence,2020,41093,31699,2025-05-10,https://www.coches.net/seat-alhambra-20-tdi-110kw-150cv-dsg-ss-xcellence-5p-diesel-2021-en-madrid-60482229-covo.aspx
60138690.0,SEAT Alhambra 2.0 TDI Eco SS Style,2021,110000,23500,2025-05-10,https://www.coches.net/seat-alhambra-2.0-tdi-110kw-150cv-eco-ss-style-5p-diesel-2020-en-avila-60138690-covo.aspx
60005027.0,SEAT Alhambra 2.0 TDI DSG StSp Style GO,2020,85858,28490,2025-05-10,https://www.coches.net/seat-alhambra-20-tdi-110kw-dsg-stsp-style-go-5p-diesel-2021-en-barcelona-60005027-covo.aspx
59766760.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,58000,37995,2025-05-10,https://www.coches.net/volkswagen-sharan-sport-2.0-tdi-130kw-177cv-dsg-5p-diesel-2021-en-madrid-59766760-covo.aspx
60455951.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,104667,32790,2025-05-10,https://www.coches.net/volkswagen-sharan-sport-20-tdi-110kw-150cv-dsg-5p-diesel-2020-en-sevilla-60455951-covo.aspx
60435131.0,VOLKSWAGEN Sharan Edition 2.0 TDI DSG,2020,93696,27390,2025-05-10,https://www.coches.net/volkswagen-sharan-edition-20-tdi-110kw-150cv-dsg-5p-diesel-2020-en-vizcaya-60435131-covo.aspx
60040028.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG,2020,110000,31900,2025-05-10,https://www.coches.net/volkswagen-sharan-sport-2.0-tdi-130kw-177cv-dsg-5p-diesel-2020-en-madrid-60040028-covo.aspx
60200721.0,VOLKSWAGEN Sharan Sport 2.0 TDI,2020,120000,23450,2025-05-10,https://www.coches.net/volkswagen-sharan-sport-20-tdi-110kw-150cv-5p-diesel-2020-en-madrid-60200721-covo.aspx
59763029.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,105000,29990,2025-05-10,https://www.coches.net/volkswagen-sharan-advance-20-tdi-110kw-150cv-dsg-5p-diesel-2020-en-alicante-59763029-covo.aspx
59961059.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,118000,26300,2025-05-10,https://www.coches.net/seat-alhambra-2.0-tdi-110kw-150cv-dsg-stsp-style-5p-diesel-2021-en-sevilla-59961059-covo.aspx
60094939.0,SEAT Alhambra 2.0 TDI Eco SS Style Trav,2020,98683,25495,2025-05-10,https://www.coches.net/seat-alhambra-20-tdi-110kw-150cv-eco-ss-style-trav-5p-diesel-2018-en-madrid-60094939-covo.aspx
59426055.0,SEAT Alhambra 2.0 TDI Eco SS Style Travel Ed,2021,71500,28800,2025-05-10,https://www.coches.net/seat-alhambra-20-tdi-110kw-eco-ss-style-travel-ed-5p-diesel-2020-en-cordoba-59426055-covo.aspx
59953546.0,SEAT Alhambra 2.0 TDI DSG StSp Style GO,2020,91500,28500,2025-05-10,https://www.coches.net/seat-alhambra-20-tdi-110kw-dsg-stsp-style-go-5p-diesel-2020-en-barcelona-59953546-covo.aspx
60421276.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,98477,30900,2025-05-11,https://www.coches.net/volkswagen-sharan-advance-2.0-tdi-110kw-150cv-5p-diesel-2020-en-valladolid-60421276-covo.aspx
60526459.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,83580,34000,2025-05-11,https://www.coches.net/volkswagen-sharan-advance-20-tdi-110kw-150cv-dsg-5p-diesel-2020-en-navarra-60526459-covo.aspx
60390387.0,VOLKSWAGEN Sharan Advance 2.0 TDI,2020,99900,27900,2025-05-11,https://www.coches.net/volkswagen-sharan-advance-20-tdi-110kw-150cv-5p-diesel-2019-en-valencia-60390387-covo.aspx
60449682.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,75975,28990,2025-05-11,https://www.coches.net/seat-alhambra-2.0-tdi-110kw-150cv-dsg-stsp-style-5p-diesel-2020-en-granada-60449682-covo.aspx
58303799.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,91350,29990,2025-05-11,https://www.coches.net/volkswagen-sharan-advance-2.0-tdi-110kw-150cv-dsg-5p-diesel-2020-en-valencia-58303799-covo.aspx
60367377.0,VOLKSWAGEN Sharan Sport 2.0 TDI DSG 4Motion,2020,92500,38900,2025-05-11,https://www.coches.net/volkswagen-sharan-sport-2.0-tdi-130kw-177cv-dsg-4motion-5p-diesel-2020-en-tarragona-60367377-covo.aspx
60286189.0,VOLKSWAGEN Sharan Advance 2.0 TDI DSG,2020,88000,32600,2025-05-11,https://www.coches.net/volkswagen-sharan-advance-2.0-tdi-110kw-150cv-dsg-5p-diesel-2020-en-vizcaya-60286189-covo.aspx
60399339.0,SEAT Alhambra 2.0 TDI DSG StSp Style,2020,97298,25790,2025-05-11,https://www.coches.net/seat-alhambra-2.0-tdi-110kw-150cv-dsg-stsp-style-5p-diesel-2019-en-baleares-60399339-covo.aspx
60482787.0,SEAT Alhambra 2.0 TDI DSG SS Xcellence,2020,41093,31099,2025-05-11,https://www.coches.net/seat-alhambra-20-tdi-110kw-150cv-dsg-ss-xcellence-5p-diesel-2021-en-barcelona-60482787-covo.aspx
